
X        Y        RA               DEC              I             DI            Q             DQ            U             DU            P             DP            ANG           DANG          PI            DPI           AST           ID           
6.5      -30.5    17:45:40.033     -29:00:23.49     2637.85       11.5259       71.004        3.04754       -52.4226      3.42615       3.34588       0.121671      -18.2193      1.07034       88.2592       3.18625       1             148          
7.5      -30.5    17:45:39.128     -29:00:23.49     2067.37       2.49141       4.28639       0.823922      -5.3684       0.673353      0.332292      0.0355859     -25.6972      3.2061        6.86971       0.735645      1             149          
8.5      -30.5    17:45:38.210     -29:00:23.49     1449.43       3.31538       -2.35032      0.712087      -5.72558      0.628725      0.427011      0.0442638     -56.1589      3.24322       6.18921       0.641415      1             150          
9.5      -30.5    17:45:37.299     -29:00:23.48     592.432       5.31337       -1.46069      0.712935      -6.27718      0.800403      1.08787       0.13474       -51.5498      3.19016       6.44489       0.796145      1             151          
10.5     -30.5    17:45:36.381     -29:00:23.48     500.741       3.1143        -1.07031      0.870815      -3.07638      0.656007      0.650487      0.136351      -54.5917      7.47794       3.25725       0.682464      1             152          
11.5     -30.5    17:45:35.463     -29:00:23.48     472.992       2.0514        0.987522      0.785667      -1.31423      0.666805      0.347553      0.150537      -26.5393      12.9823       1.6439        0.71199       1             153          
12.5     -30.5    17:45:34.551     -29:00:23.47     294.893       1.61314       1.30263       0.780074      -0.569067     0.83707       0.482043      0.267732      -11.7993      16.6908       1.42151       0.789485      1             154          
25.5     -30.5    17:45:22.657     -29:00:23.37     191.737       2.8314        -2.00483      1.00096       -2.59611      1.2331        1.71074       0.601285      -63.8384      9.55011       3.28012       1.15187       1             155          
-1.5     -29.5    17:45:47.357     -29:00:11.51     788.353       3.64702       5.0786        1.06364       3.37139       0.935006      0.773229      0.130195      16.7889       4.58757       6.09578       1.02601       1             156          
-0.5     -29.5    17:45:46.446     -29:00:11.51     523.23        3.33568       6.71971       0.836494      -0.541774     0.95786       1.28844       0.160242      -2.30474      4.06728       6.74151       0.837334      1             157          
0.5      -29.5    17:45:45.528     -29:00:11.51     201.587       2.50937       6.9252        0.82006       -2.27632      0.786858      3.61617       0.407719      -9.09789      3.10524       7.28972       0.816882      1             158          
1.5      -29.5    17:45:44.610     -29:00:11.51     452.746       2.70423       4.15967       0.872428      -3.33057      0.982862      1.17698       0.202697      -19.3418      5.06033       5.32875       0.917153      1             159          
2.5      -29.5    17:45:43.698     -29:00:11.51     931.08        1.72513       -4.2911       0.904531      -7.6082       0.77525       0.938145      0.0868354     -59.7117      2.87001       8.73489       0.808345      1             160          
3.5      -29.5    17:45:42.780     -29:00:11.51     1193.41       2.02113       -9.91065      0.808852      -5.82972      0.84979       0.963471      0.0686943     -74.7674      2.09153       11.4981       0.819571      1             161          
4.5      -29.5    17:45:41.869     -29:00:11.50     1546.91       2.64137       -15.5356      0.798448      -0.540725     0.81515       1.00491       0.0516456     -89.0033      1.5022        15.545        0.798469      1             162          
5.5      -29.5    17:45:40.951     -29:00:11.50     1732.01       3.65631       -10.8758      0.866902      3.14501       0.646323      0.653657      0.0492061     81.9357       1.68514       11.3214       0.851916      1             163          
6.5      -29.5    17:45:40.033     -29:00:11.50     1591.78       4.62564       -3.80814      0.957066      -1.36672      0.868057      0.254178      0.0595184     -80.1286      6.2215        4.04597       0.947333      1             164          
7.5      -29.5    17:45:39.128     -29:00:11.48     1616.47       2.42748       -4.31377      0.964991      -2.91054      0.900773      0.321926      0.0584857     -72.9961      5.07213       5.20383       0.945371      1             165          
8.5      -29.5    17:45:38.210     -29:00:11.48     1275.82       2.36017       -3.067        0.823536      0.00948519    0.774967      0.240397      0.0645512     89.9114       7.23869       3.06702       0.823535      1             166          
9.5      -29.5    17:45:37.299     -29:00:11.48     777.6         3.23964       -0.0922475    0.590226      -2.87817      0.646066      0.370326      0.083092      -45.9179      5.8724        2.87965       0.646011      1             167          
10.5     -29.5    17:45:36.381     -29:00:11.48     771.22        2.55537       0.988109      0.65644       -1.4547       0.925129      0.228022      0.110156      -27.9068      12.2459       1.75855       0.849529      1             168          
11.5     -29.5    17:45:35.463     -29:00:11.47     796.627       3.49183       2.02937       0.814417      1.03245       0.815505      0.285818      0.102269      13.4825       10.2578       2.27691       0.814641      1             169          
12.5     -29.5    17:45:34.551     -29:00:11.47     464.886       1.87653       0.997105      0.748637      -1.24469      0.778065      0.343058      0.164927      -25.6512      13.6568       1.59483       0.766696      1             170          
13.5     -29.5    17:45:33.633     -29:00:11.47     158.64        1.98579       0.212397      0.869854      -0.400848     1.01964       0.285958      0.623275      -31.0411      57.1396       0.453643      0.988746      1             171          
26.5     -29.5    17:45:21.746     -29:00:11.36     169.62        2.40456       0.755477      1.29903       0.639891      1.2121        0.583688      0.744912      20.1323       36.145        0.990054      1.26344       1             172          
-1.5     -28.5    17:45:47.357     -28:59:59.50     572.162       1.7554        3.29158       0.844948      -0.838387     0.850241      0.593657      0.147744      -7.14488      7.16829       3.39668       0.845271      1             173          
-0.5     -28.5    17:45:46.446     -28:59:59.50     278.558       2.04865       3.69123       0.951197      1.62613       0.963252      1.44801       0.342345      11.8877       6.82758       4.03354       0.953166      1             174          
1.5      -28.5    17:45:44.610     -28:59:59.50     267.734       1.99457       1.78263       0.744677      -3.04413      0.936729      1.31761       0.333173      -29.8235      6.48148       3.52768       0.891629      1             175          
2.5      -28.5    17:45:43.698     -28:59:59.50     925.339       1.69545       -6.72071      0.835867      -4.59099      0.820595      0.879582      0.0898236     -72.8313      2.90553       8.13911       0.831039      1             176          
3.5      -28.5    17:45:42.780     -28:59:59.50     1612.34       2.95526       -18.0538      0.907447      -1.23472      0.744217      1.12234       0.056276      -88.0438      1.17951       18.096        0.906755      1             177          
4.5      -28.5    17:45:41.869     -28:59:59.50     1810.46       3.11023       -24.7053      0.742555      5.53102       0.76716       1.39836       0.0411507     83.6903       0.86679       25.3168       0.743748      1             178          
5.5      -28.5    17:45:40.951     -28:59:59.50     1657.12       2.15335       -26.3282      1.03285       10.5323       1.01252       1.71121       0.0621999     79.0983       1.02578       28.3567       1.03007       1             179          
6.5      -28.5    17:45:40.033     -28:59:59.50     1366.62       2.90287       -14.4973      0.89964       6.91056       0.67211       1.17517       0.0631286     77.2569       1.28377       16.0601       0.862054      1             180          
7.5      -28.5    17:45:39.128     -28:59:59.50     1181.36       3.98189       -7.03311      0.91228       0.429972      0.84658       0.596453      0.0772293     88.2508       3.44297       7.04624       0.912045      1             181          
8.5      -28.5    17:45:38.210     -28:59:59.48     1280.1        2.18909       -3.9979       0.846689      2.00545       1.00293       0.349403      0.0687731     76.6802       6.23556       4.4727        0.88033       1             182          
9.5      -28.5    17:45:37.299     -28:59:59.48     1051.79       1.88018       1.77771       0.666973      1.66988       0.934563      0.231891      0.0764024     21.6043       9.63237       2.439         0.80358       1             183          
10.5     -28.5    17:45:36.381     -28:59:59.48     982.013       2.2364        4.13397       0.611438      1.83903       0.691864      0.460745      0.0636981     11.9911       4.30066       4.52457       0.625439      1             184          
11.5     -28.5    17:45:35.463     -28:59:59.48     781.844       2.33378       6.38595       0.750365      0.970388      0.759188      0.826157      0.0960311     4.32019       3.36625       6.45926       0.750565      1             185          
12.5     -28.5    17:45:34.551     -28:59:59.47     467.064       1.78033       5.7089        0.796267      -0.117067     0.975158      1.22255       0.170565      -0.587373     4.89208       5.7101        0.796351      1             186          
13.5     -28.5    17:45:33.633     -28:59:59.47     195.013       1.83108       3.57608       0.676354      -0.530955     0.785973      1.85386       0.348568      -4.22263      6.21069       3.61528       0.678905      1             187          
-1.5     -27.5    17:45:47.357     -28:59:47.51     513.919       1.80358       4.37655       0.958008      0.841797      1.05873       0.867213      0.187172      5.44373       6.78346       4.45677       0.961783      1             188          
-0.5     -27.5    17:45:46.446     -28:59:47.51     183.319       1.7314        1.30716       0.850146      1.41644       0.936549      1.05141       0.489872      23.6488       13.2421       1.92742       0.897842      1             189          
2.5      -27.5    17:45:43.698     -28:59:47.50     717.585       2.73443       -4.5353       0.855158      -0.745305     0.858527      0.6405        0.119209      -85.3339      5.35069       4.59613       0.855247      1             190          
3.5      -27.5    17:45:42.780     -28:59:47.50     1559.23       4.00102       -17.9356      0.806024      4.81048       1.11635       1.19094       0.0533501     82.493        1.69435       18.5695       0.830487      1             191          
4.5      -27.5    17:45:41.869     -28:59:47.50     1896.84       4.49097       -23.7243      0.95298       13.8849       0.94943       1.44919       0.0503099     74.8307       0.990409      27.4888       0.952075      1             192          
5.5      -27.5    17:45:40.951     -28:59:47.50     1483.81       2.24346       -25.8441      0.753926      12.8053       0.796071      1.94381       0.0514664     76.8212       0.782624      28.8425       0.762418      1             193          
6.5      -27.5    17:45:40.040     -28:59:47.50     1260.66       1.58651       -18.4032      0.936685      4.93278       0.814429      1.51134       0.0737158     82.4976       1.23775       19.0528       0.928994      1             194          
7.5      -27.5    17:45:39.128     -28:59:47.50     1032.43       1.60938       -9.31857      0.806358      1.19384       0.652232      0.909961      0.0778974     86.3497       1.99736       9.39473       0.804104      1             195          
8.5      -27.5    17:45:38.210     -28:59:47.50     967.011       2.86893       -5.37711      0.626738      6.12508       0.585155      0.84285       0.0624698     65.6397       2.14052       8.15045       0.603606      1             196          
9.5      -27.5    17:45:37.299     -28:59:47.48     913.582       2.05608       1.11499       0.84708       6.21462       0.838007      0.69111       0.0917719     39.9143       3.84218       6.31385       0.838291      1             197          
10.5     -27.5    17:45:36.381     -28:59:47.48     836.33        2.02319       2.45928       0.903385      4.08842       0.899129      0.570479      0.107653      29.486        5.41758       4.77108       0.900262      1             198          
11.5     -27.5    17:45:35.463     -28:59:47.47     600.778       1.70135       5.17233       0.758002      3.09529       0.981628      1.00332       0.137         15.4488       4.41003       6.02775       0.822891      1             199          
12.5     -27.5    17:45:34.551     -28:59:47.47     502.044       2.12395       6.61076       0.84607       1.62331       0.7053        1.35589       0.167155      6.89816       3.00508       6.80715       0.838699      1             200          
13.5     -27.5    17:45:33.633     -28:59:47.47     230.363       2.35905       3.55325       0.743093      -1.07529      0.717851      1.61154       0.322093      -8.41849      5.55614       3.71239       0.741008      1             201          
27.5     -27.5    17:45:20.828     -28:59:47.36     171.479       5.7203        1.046         1.12479       -4.9126       0.986046      2.92906       0.586958      -38.99        6.38313       5.02273       0.992466      1             202          
-1.5     -26.5    17:45:47.357     -28:59:35.50     495.665       2.14568       4.71097       0.917263      -3.62063      0.846855      1.19871       0.179988      -18.7721      4.21246       5.94157       0.891767      1             203          
1.5      -26.5    17:45:44.610     -28:59:35.50     185.441       1.5938        -0.752059     0.821595      -0.917077     0.87626       0.639562      0.460934      -64.6769      20.3867       1.18601       0.8547        1             204          
2.5      -26.5    17:45:43.698     -28:59:35.50     656.544       1.22163       -5.26367      0.942525      1.1037        0.958495      0.819159      0.14367       84.0788       5.10208       5.37814       0.943203      1             205          
3.5      -26.5    17:45:42.780     -28:59:35.50     1072.95       3.96504       -11.8229      0.777411      4.13179       0.735935      1.16726       0.0721737     80.3684       1.69397       12.5241       0.773005      1             206          
4.5      -26.5    17:45:41.869     -28:59:35.50     1392.26       3.50884       -16.8744      0.854571      14.1307       0.776416      1.58085       0.0592647     70.0285       1.05371       22.0096       0.823255      1             207          
5.5      -26.5    17:45:40.951     -28:59:35.50     1155.53       2.98518       -20.755       0.688881      16.3512       1.04292       2.28659       0.0731268     70.8841       1.00131       26.4221       0.842238      1             208          
6.5      -26.5    17:45:40.040     -28:59:35.50     1127.84       3.09452       -14.6156      0.797965      8.88909       0.750128      1.51675       0.069756      74.3462       1.27835       17.1065       0.785336      1             209          
7.5      -26.5    17:45:39.128     -28:59:35.49     931.73        2.14172       -12.263       0.824657      3.11369       0.676772      1.35792       0.0876843     82.8766       1.55473       12.6521       0.816463      1             210          
8.5      -26.5    17:45:38.210     -28:59:35.49     780.071       2.17647       -5.27815      0.910581      4.12222       0.738722      0.858528      0.108936      71.0051       3.45695       6.69713       0.84957       1             211          
9.5      -26.5    17:45:37.299     -28:59:35.49     699.848       1.84198       2.6062        0.972112      4.20667       0.801736      0.707092      0.121814      29.1101       5.37228       4.94857       0.852413      1             212          
10.5     -26.5    17:45:36.381     -28:59:35.49     653.8         0.975471      1.69761       0.990317      2.68299       0.818326      0.485615      0.133219      28.8387       8.52095       3.17495       0.87097       1             213          
11.5     -26.5    17:45:35.463     -28:59:35.47     570.136       1.34639       0.653097      0.760843      2.68955       0.94267       0.485447      0.163733      38.1756       7.99177       2.76771       0.933477      1             214          
12.5     -26.5    17:45:34.551     -28:59:35.47     499.437       1.91601       4.40619       0.913973      1.57182       0.800319      0.936684      0.180611      9.8164        4.9844        4.67815       0.90186       1             215          
13.5     -26.5    17:45:33.633     -28:59:35.47     248.376       2.03882       5.1716        0.853307      1.53222       0.82678       2.17163       0.343168      8.25161       4.40277       5.39381       0.851197      1             216          
27.5     -26.5    17:45:20.828     -28:59:35.36     457.964       4.95172       -0.521835     1.40447       -4.59223      1.24128       1.0092        0.271746      -48.2415      8.69339       4.62178       1.24349       1             217          
28.5     -26.5    17:45:19.916     -28:59:35.35     464.243       3.48751       -2.37421      1.46582       -4.40461      1.25257       1.07783       0.280924      -59.163       8.13337       5.00374       1.30363       1             218          
29.5     -26.5    17:45:18.998     -28:59:35.34     243.171       2.49163       1.61876       1.43757       -0.495772     0.948159      0.696208      0.576721      -8.51405      16.9143       1.69298       1.40231       1             219          
30.5     -26.5    17:45:18.087     -28:59:35.33     152.197       2.26185       2.0606        1.10953       1.58089       1.28151       1.70645       0.773223      18.7477       13.464        2.59717       1.17619       1             220          
-18.5    -25.5    17:46:02.904     -28:59:23.42     173.287       2.37495       1.75815       1.62612       3.7392        1.63011       2.38444       0.940855      32.4087       11.2795       4.13191       1.62939       1             221          
-17.5    -25.5    17:46:01.992     -28:59:23.45     403.534       2.97316       1.90545       1.66583       3.55797       1.33833       1.00018       0.351446      30.9145       11.3472       4.03607       1.41789       1             222          
-16.5    -25.5    17:46:01.074     -28:59:23.45     538.489       3.10795       3.30962       1.51021       3.08824       1.64767       0.840626      0.292653      21.5091       10.0321       4.52668       1.57569       1             223          
-15.5    -25.5    17:46:00.163     -28:59:23.45     632.513       3.05106       6.15532       1.40871       5.59552       1.64247       1.31516       0.240228      21.1363       5.30733       8.31852       1.51894       1             224          
-14.5    -25.5    17:45:59.245     -28:59:23.46     725.381       2.92875       1.848         1.42268       -1.3727       1.3846        0.317356      0.194282      -18.3026      17.4007       2.30204       1.40926       1             225          
-13.5    -25.5    17:45:58.334     -28:59:23.46     658.455       1.77074       -3.56134      1.70579       -8.87275      1.58463       1.452         0.243326      -55.9347      5.06239       9.56079       1.60199       1             226          
-8.5     -25.5    17:45:53.763     -28:59:23.49     1249.79       5.35486       -14.7807      1.08958       24.6985       1.22965       2.30306       0.0960689     60.4491       1.12289       28.7834       1.19431       1             227          
-1.5     -25.5    17:45:47.357     -28:59:23.50     598.86        1.88919       6.17769       0.977599      -10.9431      0.636531      2.0984        0.122684      -30.2771      2.0677        12.5665       0.733634      1             228          
1.5      -25.5    17:45:44.610     -28:59:23.50     171.569       2.93808       -3.00694      1.10072       0.362502      0.91732       1.7653        0.640867      86.5629       8.704         3.02871       1.09831       1             229          
2.5      -25.5    17:45:43.698     -28:59:23.50     446.947       2.92686       -5.4832       1.10207       -1.57996      0.825339      1.27672       0.242534      -81.9629      4.26609       5.70629       1.08336       1             230          
3.5      -25.5    17:45:42.780     -28:59:23.50     574.013       2.18414       -8.66521      0.981765      1.66027       0.95949       1.53705       0.171         84.5767       3.11807       8.82284       0.980985      1             231          
4.5      -25.5    17:45:41.869     -28:59:23.50     846.782       2.69418       -8.0057       0.956095      5.27186       0.707861      1.132         0.104972      73.3173       2.36462       9.58561       0.888358      1             232          
5.5      -25.5    17:45:40.951     -28:59:23.50     906.158       2.76858       -12.0485      0.880642      10.5775       0.696064      1.76931       0.0890579     69.3599       1.39691       16.0327       0.805517      1             233          
6.5      -25.5    17:45:40.040     -28:59:23.50     1055.43       3.12678       -10.1247      0.855625      7.20315       0.982065      1.17731       0.0853542     72.2852       2.17061       12.4256       0.9001        1             234          
7.5      -25.5    17:45:39.128     -28:59:23.50     910.344       2.91686       -5.21116      0.752821      3.90048       0.714939      0.715029      0.081259      71.5928       3.2074        6.50922       0.739442      1             235          
8.5      -25.5    17:45:38.210     -28:59:23.49     739.308       3.92101       -0.550718     0.839091      0.28698       0.987044      0.0839983     0.118057      76.238        44.1649       0.621006      0.872796      1             236          
9.5      -25.5    17:45:37.299     -28:59:23.49     517.104       3.32061       3.22158       0.738436      0.939197      0.934076      0.648939      0.146179      8.12657       7.8563        3.35569       0.755592      1             237          
10.5     -25.5    17:45:36.381     -28:59:23.47     458.605       2.20937       1.79875       0.783858      -0.325975     0.920843      0.39861       0.171963      -5.13592      14.3675       1.82805       0.78858       1             238          
11.5     -25.5    17:45:35.463     -28:59:23.47     460.967       1.82198       4.82828       0.86224       -0.450979     0.788637      1.05198       0.186964      -2.66808      4.66292       4.84929       0.86163       1             239          
12.5     -25.5    17:45:34.551     -28:59:23.47     331.159       2.18795       8.02696       0.93802       -1.68045      0.843853      2.47644       0.282591      -5.91209      2.96232       8.20097       0.934257      1             240          
13.5     -25.5    17:45:33.633     -28:59:23.46     155.729       1.40407       5.19437       0.965723      -1.15077      0.952585      3.41639       0.620502      -6.24583      5.13264       5.32031       0.965112      1             241          
-1.5     -24.5    17:45:47.357     -28:59:11.50     607.795       2.42164       3.9267        0.910736      -0.607478     0.872346      0.653743      0.149721      -4.3971       6.29613       3.97341       0.909858      1             242          
-0.5     -24.5    17:45:46.446     -28:59:11.50     237.298       2.99587       3.00986       0.883594      1.30137       0.903104      1.38187       0.37407       11.6911       7.86325       3.27915       0.886695      1             243          
1.5      -24.5    17:45:44.610     -28:59:11.50     200.125       2.96012       -3.50655      1.06497       1.07435       0.832836      1.83257       0.52391       81.4829       6.68058       3.66744       1.04707       1             244          
2.5      -24.5    17:45:43.698     -28:59:11.50     391.341       1.88195       -4.22377      0.995328      1.22434       0.921612      1.12374       0.252986      81.9174       6.04231       4.39764       0.989811      1             245          
3.5      -24.5    17:45:42.780     -28:59:11.50     350.044       2.07035       -7.90592      0.925167      -2.13784      1.05729       2.33967       0.2674        -82.4342      3.66873       8.18987       0.934763      1             246          
4.5      -24.5    17:45:41.869     -28:59:11.50     464.263       1.96489       -4.39699      1.06445       1.73238       0.851551      1.01795       0.223705      79.248        5.35348       4.72596       1.03839       1             247          
5.5      -24.5    17:45:40.951     -28:59:11.50     564.735       1.62078       -6.73329      0.750807      3.32637       1.1341        1.32985       0.148774      76.8549       4.08077       7.51012       0.839905      1             248          
6.5      -24.5    17:45:40.040     -28:59:11.50     809.825       2.46259       -3.55536      1.0069        4.09894       0.94394       0.670026      0.119978      65.469        5.17604       5.42604       0.971472      1             249          
7.5      -24.5    17:45:39.128     -28:59:11.49     680.317       3.01506       2.88212       0.93364       3.39457       0.654439      0.654556      0.115218      24.8337       5.32819       4.45306       0.783598      1             250          
8.5      -24.5    17:45:38.210     -28:59:11.49     478.296       2.67428       1.60502       0.837352      0.607884      1.03093       0.358833      0.180656      10.3718       16.8369       1.71628       0.864018      1             251          
9.5      -24.5    17:45:37.299     -28:59:11.49     292.477       2.58048       3.12721       1.03011       -0.667524     0.755407      1.0933        0.348769      -6.02467      6.89329       3.19766       1.01968       1             252          
10.5     -24.5    17:45:36.381     -28:59:11.49     249.965       3.28292       3.52583       0.952699      4.27434       1.04783       2.21667       0.405261      25.2407       5.13056       5.54089       1.01039       1             253          
11.5     -24.5    17:45:35.463     -28:59:11.47     212.464       2.3044        5.25434       0.946757      -1.42363      0.798517      2.56222       0.442063      -7.57999      4.26009       5.44379       0.937366      1             254          
-1.5     -23.5    17:45:47.357     -28:58:59.50     593.194       1.45051       7.42898       0.978322      4.39645       0.718988      1.45524       0.154816      15.3085       2.63642       8.63242       0.918119      1             255          
1.5      -23.5    17:45:44.610     -28:58:59.50     476.497       4.59676       1.69031       0.795307      4.09506       0.793323      0.929743      0.166793      33.7853       5.14099       4.4302        0.793612      1             256          
2.5      -23.5    17:45:43.698     -28:58:59.50     753.339       4.49479       -4.54259      0.873379      3.96632       1.08436       0.800502      0.128887      69.4372       4.74375       6.03049       0.970291      1             257          
3.5      -23.5    17:45:42.780     -28:58:59.50     404.05        2.00463       -5.86206      0.983812      0.860444      1.06197       1.46637       0.24402       85.8248       5.12714       5.92487       0.985524      1             258          
4.5      -23.5    17:45:41.869     -28:58:59.50     211.611       2.5227        -3.3883       1.07438       1.86007       0.908362      1.8266        0.491147      75.6173       7.03651       3.86528       1.0383        1             259          
5.5      -23.5    17:45:40.951     -28:58:59.50     259.945       2.45105       -3.45048      0.725366      6.27468       0.795764      2.75474       0.301179      59.4033       2.9697        7.16082       0.779985      1             260          
6.5      -23.5    17:45:40.040     -28:58:59.50     465.268       1.90415       -7.38218      0.977741      7.74783       1.04195       2.30011       0.217692      66.8078       2.70052       10.7017       1.0119        1             261          
7.5      -23.5    17:45:39.128     -28:58:59.49     425.219       2.3589        -2.81212      0.801992      7.17341       1.13234       1.81199       0.2575        55.7031       3.17309       7.70492       1.0941        1             262          
8.5      -23.5    17:45:38.210     -28:58:59.49     205.17        2.84882       1.11024       0.97229       3.65024       0.983774      1.8596        0.479717      36.5413       7.30788       3.81534       0.982807      1             263          
